x,y
-5.0,2.0661054457805976
-4.9,1.5428002921203008
-4.800000000000001,0.8865902890264088
-4.700000000000001,1.852448306203602
-4.600000000000001,1.3211137506848691
-4.500000000000002,2.9120876499770847
-4.400000000000002,1.363207693948167
-4.3000000000000025,2.2812902197213325
-4.200000000000003,2.4205164136672197
-4.100000000000003,2.335520899912158
-4.0000000000000036,2.137956811142827
-3.900000000000004,1.4553649584288209
-3.8000000000000043,1.1753616028033183
-3.7000000000000046,1.5361012298399896
-3.600000000000005,1.6649549459728774
-3.5000000000000053,1.125252727756691
-3.4000000000000057,0.6908512828016975
-3.300000000000006,0.18047027960916717
-3.2000000000000064,-0.6899232433072224
-3.1000000000000068,0.21467592640046185
-3.000000000000007,-0.4415061512516989
-2.9000000000000075,0.12021483978496172
-2.800000000000008,0.1730447239980032
-2.700000000000008,-0.8495191620934587
-2.6000000000000085,-0.46692693992880163
-2.500000000000009,-0.680220275632753
-2.4000000000000092,-1.7124582441189415
-2.3000000000000096,-1.3993354835655996
-2.20000000000001,-2.223763921596028
-2.1000000000000103,-1.3887146423908656
-2.0000000000000107,-1.8021298612118934
-1.900000000000011,-2.349825650862641
-1.8000000000000114,-1.3990340106518735
-1.7000000000000117,-2.098734474400845
-1.600000000000012,-2.2952107684104623
-1.5000000000000124,-1.5464567434592802
-1.4000000000000128,-2.0422133103495206
-1.3000000000000131,-2.9004748409693613
-1.2000000000000135,-1.5177595827208274
-1.1000000000000139,-2.341373607021984
-1.0000000000000142,-1.597784661383914
-0.9000000000000146,-1.616227838161837
-0.8000000000000149,-1.631545160148203
-0.7000000000000153,-0.6358828493591253
-0.6000000000000156,-0.7420986453943768
-0.500000000000016,-0.8159440418016861
-0.40000000000001634,-0.20887429090394716
-0.3000000000000167,-0.5094574751521225
-0.20000000000001705,-0.05156549252890258
-0.10000000000001741,0.28329002220507127
-1.7763568394002505e-14,-0.38313711158759517
0.09999999999998188,0.37268637640370816
0.19999999999998153,-0.03601769024082202
0.29999999999998117,0.6755902130344629
0.3999999999999808,0.7101201516332759
0.49999999999998046,1.8046843854057983
0.5999999999999801,0.9656029948499476
0.6999999999999797,1.0716980821087256
0.7999999999999794,1.3059446033527244
0.899999999999979,1.7920810438643635
0.9999999999999787,1.3982974559047943
1.0999999999999783,1.6182364851381683
1.199999999999978,1.9036573555751162
1.2999999999999776,2.9113160593212175
1.3999999999999773,2.0144805410614754
1.499999999999977,1.4150300439356243
1.5999999999999766,1.7975436857943694
1.6999999999999762,0.8509207011947948
1.7999999999999758,2.083866419512722
1.8999999999999755,1.6717966837534397
1.9999999999999751,1.4578747104276386
2.0999999999999748,1.723304348928156
2.1999999999999744,1.4306969995785463
2.299999999999974,1.4645423805791464
2.3999999999999737,1.3265650530162845
2.4999999999999734,1.5956426277785687
2.599999999999973,0.8564367572005178
2.6999999999999726,1.1330204203801193
2.7999999999999723,0.3356246215521153
2.899999999999972,0.10783082535242311
2.9999999999999716,0.22165036663155624
3.0999999999999712,0.2835586471777163
3.199999999999971,0.023003825175095374
3.2999999999999705,-0.9420948751290882
3.39999999999997,-0.6283824897589342
3.49999999999997,-0.5875333534829145
3.5999999999999694,-1.053001053807093
3.699999999999969,-1.7355764611787374
3.7999999999999687,-1.5091055301044234
3.8999999999999684,-1.4667995854382327
3.999999999999968,-1.3660081320799309
4.099999999999968,-0.9587880960750117
4.199999999999967,-1.2814381483562762
4.299999999999967,-1.902491743891336
4.399999999999967,-2.008866111526309
4.499999999999966,-1.8478357892078665
4.599999999999966,-2.0227993914287783
4.6999999999999655,-2.2290113264789726
4.799999999999965,-2.0661740497361873
4.899999999999965,-2.5468713166069716
